latitude,longitude,year,avg_rainfall,max_rainfall,avg_temperature,max_temperature
23.5,60.625,2021,0.06852054794520548,3.81,26.64076712328767,31.19
23.5,60.625,2022,0.14424657534246574,7.97,26.871424657534245,31.18
23.5,60.625,2023,0.1579120879120879,4.15,23.666043956043957,26.33
23.5,61.25,2020,0.11959183673469388,7.38,27.68820408163265,30.62
23.5,61.25,2021,0.06838356164383562,3.87,26.340219178082194,30.32
23.5,61.25,2022,0.14786301369863014,8.22,26.652794520547946,30.78
23.5,61.25,2023,0.14659340659340658,4.03,23.48208791208791,26.16
23.5,61.875,2020,0.16955102040816325,6.91,27.843959183673473,30.7
23.5,61.875,2021,0.08134246575342466,5.94,26.29964383561644,30.17
23.5,61.875,2022,0.1441917808219178,6.23,26.595205479452055,30.44
23.5,61.875,2023,0.1357142857142857,2.12,23.376813186813187,26.04
23.5,62.5,2020,0.42742857142857144,26.38,27.900897959183673,30.98
23.5,62.5,2021,0.15227397260273973,15.3,26.354739726027397,30.46
23.5,62.5,2022,0.27243835616438355,13.12,26.61690410958904,30.12
23.5,62.5,2023,0.13329670329670332,1.95,23.356373626373625,26.01
23.5,63.125,2020,0.656530612244898,32.46,27.944979591836734,31.03
23.5,63.125,2021,0.24471232876712332,21.63,26.40794520547945,30.11
23.5,63.125,2022,0.48693150684931513,31.76,26.65454794520548,30.0
23.5,63.125,2023,0.11,1.73,23.38802197802198,26.14
23.5,63.75,2020,0.6484081632653061,20.77,27.98048979591837,31.11
23.5,63.75,2021,0.26484931506849313,16.81,26.4087397260274,30.18
23.5,63.75,2022,0.6956164383561644,45.28,26.660931506849316,30.03
23.5,63.75,2023,0.08923076923076922,1.3,23.36010989010989,26.07
23.5,64.375,2020,1.0409795918367346,39.45,28.058530612244898,31.23
23.5,64.375,2021,0.39386301369863014,19.13,26.424849315068492,30.11
23.5,64.375,2022,1.096027397260274,62.06,26.6832602739726,30.03
23.5,64.375,2023,0.06263736263736264,0.86,23.30956043956044,26.03
23.5,65.0,2020,1.4415510204081632,65.32,28.14183673469388,31.33
