LAT,LON,YEAR,DOY,T2M
30,65,2020,122,24.57
30,65.625,2020,122,24.1
30,66.25,2020,122,21.64
30,66.875,2020,122,18.11
30,67.5,2020,122,22.55
30,68.125,2020,122,24.48
30,68.75,2020,122,24.97
30,69.375,2020,122,23.68
30,70,2020,122,25.84
30,70.625,2020,122,31.97
30,71.25,2020,122,32.99
30,71.875,2020,122,33.45
30,72.5,2020,122,33.58
30,73.125,2020,122,33.86
30,73.75,2020,122,34.32
30,74.375,2020,122,34.9
30,75,2020,122,34.7
30.5,65,2020,122,23.42
30.5,65.625,2020,122,22.22
30.5,66.25,2020,122,20.69
30.5,66.875,2020,122,17.32
30.5,67.5,2020,122,15.97
30.5,68.125,2020,122,18.03
30.5,68.75,2020,122,21.29
30.5,69.375,2020,122,22.1
30.5,70,2020,122,24.81
30.5,70.625,2020,122,30.72
30.5,71.25,2020,122,32.56
30.5,71.875,2020,122,32.79
30.5,72.5,2020,122,33.35
30.5,73.125,2020,122,33.27
30.5,73.75,2020,122,33.35
30.5,74.375,2020,122,34.08
30.5,75,2020,122,33.65
31,65,2020,122,22.33
31,65.625,2020,122,20.88
31,66.25,2020,122,19.94
31,66.875,2020,122,16.23
31,67.5,2020,122,13.93
31,68.125,2020,122,16.34
31,68.75,2020,122,18.54
31,69.375,2020,122,19.81
31,70,2020,122,23.52
31,70.625,2020,122,29.69
31,71.25,2020,122,31.56
31,71.875,2020,122,31.92
31,72.5,2020,122,32.52
31,73.125,2020,122,32.65
31,73.75,2020,122,33.05
31,74.375,2020,122,32.99
31,75,2020,122,32.3
31.5,65,2020,122,22.81
31.5,65.625,2020,122,22.01
31.5,66.25,2020,122,20.35
31.5,66.875,2020,122,16.74
31.5,67.5,2020,122,14.14
31.5,68.125,2020,122,14.69
31.5,68.75,2020,122,16.21
31.5,69.375,2020,122,19.25
31.5,70,2020,122,22.79
31.5,70.625,2020,122,29.3
31.5,71.25,2020,122,30.58
31.5,71.875,2020,122,31.16
31.5,72.5,2020,122,31.51
31.5,73.125,2020,122,31.79
31.5,73.75,2020,122,31.74
31.5,74.375,2020,122,31.22
31.5,75,2020,122,30.79
32,65,2020,122,21.67
32,65.625,2020,122,18.88
32,66.25,2020,122,18.99
32,66.875,2020,122,17.1
32,67.5,2020,122,14.72
32,68.125,2020,122,14.05
32,68.75,2020,122,14.88
32,69.375,2020,122,19.1
32,70,2020,122,24.33
32,70.625,2020,122,28.31
32,71.25,2020,122,29.01
32,71.875,2020,122,29.59
32,72.5,2020,122,29.96
32,73.125,2020,122,30
32,73.75,2020,122,29.56
32,74.375,2020,122,29.31
32,75,2020,122,29.52
32.5,65,2020,122,19.66
32.5,65.625,2020,122,17.39
32.5,66.25,2020,122,14.41
32.5,66.875,2020,122,13.49
32.5,67.5,2020,122,14.3
32.5,68.125,2020,122,13.96
32.5,68.75,2020,122,13.22
32.5,69.375,2020,122,15.64
32.5,70,2020,122,21.34
32.5,70.625,2020,122,26.38
32.5,71.25,2020,122,28.29
32.5,71.875,2020,122,27.02
32.5,72.5,2020,122,27.36
32.5,73.125,2020,122,27.68
32.5,73.75,2020,122,28.32
32.5,74.375,2020,122,28.46
32.5,75,2020,122,27.52
33,65,2020,122,15.49
33,65.625,2020,122,15.88
33,66.25,2020,122,12.85
33,66.875,2020,122,8.67
33,67.5,2020,122,9.95
33,68.125,2020,122,13.52
33,68.75,2020,122,13.09
33,69.375,2020,122,13.09
33,70,2020,122,19.5
33,70.625,2020,122,25.17
33,71.25,2020,122,26.78
33,71.875,2020,122,26.91
33,72.5,2020,122,26.49
33,73.125,2020,122,26.17
33,73.75,2020,122,27.73
33,74.375,2020,122,25.62
33,75,2020,122,22.05
33.5,65,2020,122,10.85
33.5,65.625,2020,122,12.6
33.5,66.25,2020,122,11.81
33.5,66.875,2020,122,8.22
33.5,67.5,2020,122,5.76
33.5,68.125,2020,122,9.51
33.5,68.75,2020,122,12.18
33.5,69.375,2020,122,11.36
33.5,70,2020,122,17.15
33.5,70.625,2020,122,21.18
33.5,71.25,2020,122,24.6
33.5,71.875,2020,122,26.61
33.5,72.5,2020,122,25.85
33.5,73.125,2020,122,25.16
33.5,73.75,2020,122,23.89
33.5,74.375,2020,122,17.85
33.5,75,2020,122,13.8
34,65,2020,122,8.15
34,65.625,2020,122,8.55
34,66.25,2020,122,8.12
34,66.875,2020,122,7.63
34,67.5,2020,122,5.68
34,68.125,2020,122,7.35
34,68.75,2020,122,11.72
34,69.375,2020,122,11.16
34,70,2020,122,14.37
34,70.625,2020,122,18.36
34,71.25,2020,122,22.84
34,71.875,2020,122,25.9
34,72.5,2020,122,26.68
