LAT,LON,YEAR,DOY,T2M
30,65,2021,121,25.51
30,65.625,2021,121,25.51
30,66.25,2021,121,23.41
30,66.875,2021,121,20.44
30,67.5,2021,121,25.49
30,68.125,2021,121,27.63
30,68.75,2021,121,27.06
30,69.375,2021,121,26.11
30,70,2021,121,28.52
30,70.625,2021,121,34.63
30,71.25,2021,121,34.7
30,71.875,2021,121,33.83
30,72.5,2021,121,33.58
30,73.125,2021,121,33.72
30,73.75,2021,121,33.26
30,74.375,2021,121,32.81
30,75,2021,121,32.8
30.5,65,2021,121,24.53
30.5,65.625,2021,121,24.41
30.5,66.25,2021,121,23.25
30.5,66.875,2021,121,20.41
30.5,67.5,2021,121,18.73
30.5,68.125,2021,121,20.4
30.5,68.75,2021,121,23.52
30.5,69.375,2021,121,24.06
30.5,70,2021,121,26.96
30.5,70.625,2021,121,33.14
30.5,71.25,2021,121,34.38
30.5,71.875,2021,121,33.73
30.5,72.5,2021,121,33.07
30.5,73.125,2021,121,33.16
30.5,73.75,2021,121,32.71
30.5,74.375,2021,121,32.54
30.5,75,2021,121,32.83
31,65,2021,121,24.35
31,65.625,2021,121,24.25
31,66.25,2021,121,23.55
31,66.875,2021,121,19.86
31,67.5,2021,121,17.61
31,68.125,2021,121,19.8
31,68.75,2021,121,21.28
31,69.375,2021,121,21.83
31,70,2021,121,25.73
31,70.625,2021,121,32.73
31,71.25,2021,121,33.89
31,71.875,2021,121,33.62
31,72.5,2021,121,33.14
31,73.125,2021,121,32.96
31,73.75,2021,121,32.61
31,74.375,2021,121,32.58
31,75,2021,121,32.83
31.5,65,2021,121,25.74
31.5,65.625,2021,121,26.25
31.5,66.25,2021,121,24.84
31.5,66.875,2021,121,21.02
31.5,67.5,2021,121,18.37
31.5,68.125,2021,121,18.84
31.5,68.75,2021,121,20.14
31.5,69.375,2021,121,22.99
31.5,70,2021,121,25.94
31.5,70.625,2021,121,32.66
31.5,71.25,2021,121,33.6
31.5,71.875,2021,121,33.84
31.5,72.5,2021,121,33.86
31.5,73.125,2021,121,33.25
31.5,73.75,2021,121,32.84
31.5,74.375,2021,121,32.59
31.5,75,2021,121,32.63
32,65,2021,121,24.93
32,65.625,2021,121,22.03
32,66.25,2021,121,22.75
32,66.875,2021,121,20.77
32,67.5,2021,121,18.15
32,68.125,2021,121,17.83
32,68.75,2021,121,19.37
32,69.375,2021,121,23.55
32,70,2021,121,28.62
32,70.625,2021,121,33.01
32,71.25,2021,121,32.96
32,71.875,2021,121,32.98
32,72.5,2021,121,33.55
32,73.125,2021,121,33.53
32,73.75,2021,121,33.11
32,74.375,2021,121,33.02
32,75,2021,121,32.91
32.5,65,2021,121,22.62
32.5,65.625,2021,121,20.95
32.5,66.25,2021,121,17.54
32.5,66.875,2021,121,16.6
32.5,67.5,2021,121,17.14
32.5,68.125,2021,121,16.95
32.5,68.75,2021,121,16.55
32.5,69.375,2021,121,18.84
32.5,70,2021,121,25.05
32.5,70.625,2021,121,30.71
32.5,71.25,2021,121,31.72
32.5,71.875,2021,121,29.76
32.5,72.5,2021,121,30.08
32.5,73.125,2021,121,31.76
32.5,73.75,2021,121,32.58
32.5,74.375,2021,121,32.72
32.5,75,2021,121,31.3
33,65,2021,121,17.49
33,65.625,2021,121,19.43
33,66.25,2021,121,15.76
33,66.875,2021,121,11.13
33,67.5,2021,121,12.74
